activity_degree;ethnicity;date;geography;geography_type;gender;age;value;sample_size
inactive;Other;Nov 2020 to Nov 2021;England;Country;All;65-74;322.562.083;129
inactive;Other;Nov 2015 to Nov 2016;England;Country;All;65-74;41.9;134
inactive;Other;Nov 2016 to Nov 2017;England;Country;All;65-74;26. Jun;128
inactive;Other;Nov 2017 to Nov 2018;England;Country;All;65-74;35.7;118
inactive;Other;Nov 2018 to Nov 2019;England;Country;All;65-74;32.1;122
inactive;Other;Nov 2019 to Nov 2020;England;Country;All;65-74;34;129
inactive;Other;Nov 2021 to Nov 2022;England;Country;All;75+;43.6;77
inactive;Other;Nov 2020 to Nov 2021;England;Country;All;75+;59.037.405;63
inactive;Other;Nov 2015 to Nov 2016;England;Country;All;75+;61.5;56
inactive;Other;Nov 2016 to Nov 2017;England;Country;All;75+;65.1;50
inactive;Other;Nov 2017 to Nov 2018;England;Country;All;75+;?;?
inactive;Other;Nov 2018 to Nov 2019;England;Country;All;75+;?;?
inactive;Other;Nov 2019 to Nov 2020;England;Country;All;75+;?;?
inactive;Other;Nov 2021 to Nov 2022;England;Country;Female;16+;37.7;800
inactive;Other;Nov 2020 to Nov 2021;England;Country;Female;16+;316.751.568;813
inactive;Other;Nov 2015 to Nov 2016;England;Country;Female;16+;31;835
inactive;Other;Nov 2016 to Nov 2017;England;Country;Female;16+;31.4;843
inactive;Other;Nov 2017 to Nov 2018;England;Country;Female;16+;32.8;746
inactive;Other;Nov 2018 to Nov 2019;England;Country;Female;16+;30.2;737
inactive;Other;Nov 2019 to Nov 2020;England;Country;Female;16+;36.1;769
inactive;Other;Nov 2021 to Nov 2022;England;Country;Male;16+;28. Jun;700
inactive;Other;Nov 2020 to Nov 2021;England;Country;Male;16+;348.346.416;633
inactive;Other;Nov 2015 to Nov 2016;England;Country;Male;16+;28. Aug;664
inactive;Other;Nov 2016 to Nov 2017;England;Country;Male;16+;28. Sep;629
inactive;Other;Nov 2017 to Nov 2018;England;Country;Male;16+;28. Jan;527
inactive;Other;Nov 2018 to Nov 2019;England;Country;Male;16+;21. Mai;561
inactive;Other;Nov 2019 to Nov 2020;England;Country;Male;16+;33.8;638
inactive;Other;Nov 2020 to Nov 2021;England;Country;Other Gender;16+;?;?
inactive;Other;Nov 2015 to Nov 2016;England;Country;Other Gender;16+;?;?
inactive;Other;Nov 2016 to Nov 2017;England;Country;Other Gender;16+;?;?
inactive;Other;Nov 2017 to Nov 2018;England;Country;Other Gender;16+;?;?
inactive;Other;Nov 2018 to Nov 2019;England;Country;Other Gender;16+;?;?
inactive;Other;Nov 2019 to Nov 2020;England;Country;Other Gender;16+;?;?
inactive;Other;Nov 2021 to Nov 2022;England;Country;Other gender;16+;?;?
inactive;Other;Nov 2021 to Nov 2022;London;Region;All;16+;30. Jul;462
inactive;Other;Nov 2020 to Nov 2021;London;Region;All;16+;331.596.698;475
inactive;Other;Nov 2015 to Nov 2016;London;Region;All;16+;30. Jun;529
inactive;Other;Nov 2016 to Nov 2017;London;Region;All;16+;26. Aug;488
inactive;Other;Nov 2017 to Nov 2018;London;Region;All;16+;31;396
inactive;Other;Nov 2018 to Nov 2019;London;Region;All;16+;25;443
inactive;Other;Nov 2019 to Nov 2020;London;Region;All;16+;34.2;468
inactive;Other;Nov 2021 to Nov 2022;North East;Region;All;16+;?;?
inactive;Other;Nov 2020 to Nov 2021;North East;Region;All;16+;?;?
inactive;Other;Nov 2015 to Nov 2016;North East;Region;All;16+;?;39
